energy (eV),scatter (barn),capture (barn),total (barn)
5119700.0,1.0357,0.0038505177,1.91500691
5130000.0,1.0462,0.0039191799,1.92622409
5136400.0,1.0528,0.0039011259,1.93320894
5160900.0,1.2275,0.0038320115,2.10938225
5171900.0,1.2009,0.0038009803,2.08344384
5182900.0,1.102,0.0037699502,1.98520536
5200000.0,1.1616,0.0037217114,2.04583377
5244100.0,1.3153,0.003597306,2.20205837
5250000.0,1.3167,0.0035806619,2.2037962
5270000.0,1.3208,0.0046909089,2.2102078
5271100.0,1.3209,0.0047978055,2.21048076
5290700.0,1.0694,0.0067025145,1.96206285
5300000.0,1.0432,0.0076062793,1.93732527
5310200.0,1.0149,0.0080603053,1.91009209
5329800.0,1.1256,0.0089327474,2.02284188
5349400.0,1.089,0.0098051894,1.9882917
5349800.0,1.0908,0.0098229943,1.99013347
5350000.0,1.0919,0.0098318969,1.99125427
5362900.0,1.1603,0.0097525061,2.06034324
5398000.0,1.1749,0.0095364897,2.07681805
5399600.0,1.176,0.0095266424,2.07797954
5400000.0,1.1728,0.0095241813,2.07479497
5404700.0,1.1393,0.0094952553,2.04142633
5421600.0,1.0194,0.0093912481,1.92162726
5443700.0,0.97884,0.009255237,1.88119918
5459600.0,1.3427,0.0091573834,2.24515419
5465700.0,1.4467,0.0091198427,2.34919056
5484100.0,1.0566,0.0090066029,1.95920052
5496300.0,1.0767,0.0089315207,1.97937337
5500000.0,1.0266,0.0089087493,1.92929541
5513800.0,0.83942,0.0091281277,1.74250223
5528900.0,0.9372,0.0093681712,1.84070534
5542400.0,1.1217,0.0095827809,2.02558363
5564200.0,1.0836,0.0099293342,1.98809454
5572300.0,1.1307,0.0100581001,2.03542161
5586000.0,1.2104,0.0102758884,2.11523967
5600000.0,1.2262,0.0104984463,2.13116035
5606200.0,1.2333,0.0105970068,2.13831388
5616000.0,1.173,0.0107527969,2.07809832
5616049.0,1.172696,0.010753576,2.07779472
5630000.0,1.0862,0.0109753548,1.9919878
5633000.0,1.0677,0.0111018918,1.97371482
5659900.0,0.99625,0.012236504,1.9043004
5721600.0,0.97078,0.014838956,1.88349956
5737200.0,0.9645,0.0154969487,1.87829601
5750000.0,0.96082,0.0160368368,1.8754992
5770000.0,0.95438,0.0176470838,1.871206
5772600.0,0.95349,0.0178564159,1.87059498
5772630.0,0.9534793,0.0178588312,1.87058744
5800000.0,0.94376,0.0200624542,1.86480596
5850000.0,0.92733,0.0252880718,1.85410629
5880000.0,0.90921,0.0366034423,1.84760447
5905000.0,0.90245,0.0376162509,1.84210948
5905600.0,0.90233,0.0377053584,1.84208466
5908100.0,0.90148,0.0380766392,1.84157894
5912800.0,0.89983,0.0387746473,1.84060598
5930000.0,0.89361,0.0413290597,1.83679734
5952100.0,0.89057,0.0398375827,1.83208205
5955000.0,0.90281,0.0396418685,1.84410219
5968900.0,0.9638,0.0360747001,1.90140937
5987400.0,0.80979,0.0313270386,1.74249783
6000000.0,0.80644,0.0280934942,1.73580954
6009200.0,0.80411,0.0257565575,1.73092801
6012700.0,0.82255,0.0248675044,1.74839735
6012721.0,0.8226598,0.0248621695,1.74850147
6025000.0,0.88684,0.0217431126,1.81010257
6047800.0,0.99927,0.0227264205,1.92451868
6050000.0,1.0003,0.0228213011,1.92574034
6064600.0,1.0055,0.0244242931,1.93318552
6078100.0,0.82144,0.0259065154,1.75120151
6100000.0,0.88979,0.028311008,1.82291917
6125000.0,0.96531,0.0310558664,1.9047837
6128400.0,0.97613,0.0308625001,1.91589991
6140200.0,1.1715,0.030191405,2.11229773
6150000.0,1.1936,0.0296340549,2.13525156
6158700.0,1.2145,0.027677665,2.15574448
6175000.0,1.164,0.0240122433,2.10448171
6177100.0,1.1565,0.0245396117,2.09788311
6200000.0,0.97319,0.0302904318,1.92440205
6205700.0,0.92643,0.0335002592,1.8811924
6216300.0,0.96155,0.0394694111,1.92291501
6229200.0,1.0042,0.0467337559,1.97359363
6250000.0,0.99807,0.0584468087,1.98040901
6264500.0,1.0053,0.0551571585,1.98520841
6300000.0,0.88903,0.0471031856,1.86298781
6304800.0,0.87218,0.0471821978,1.84650122
6330000.0,0.97756,0.0475970117,1.95378898
6333300.0,0.99304,0.0460233331,1.96789091
6345200.0,0.90851,0.0403485503,1.87839102
6350000.0,0.87443,0.0380595625,1.84230599
6360000.0,0.80289,0.0332908378,1.76658874
6360200.0,0.80187,0.0333114634,1.76560114
6370000.0,0.77039,0.0343221132,1.73571127
6380000.0,0.73873,0.0353533886,1.70531699
6382000.0,0.73194,0.0359836437,1.69920421
6400000.0,0.72584,0.0416559394,1.69919864
6405500.0,0.72396,0.0433891413,1.69918652
6412800.0,0.77769,0.0456895718,1.75539586
6418200.0,0.81747,0.0473912605,1.79699125
6419000.0,0.82341,0.0476433626,1.80320504
6425100.0,0.82214,0.0495656411,1.80402194
6426900.0,0.82174,0.0501328706,1.80422113
6430000.0,0.82107,0.0511097655,1.80460034
6442000.0,0.82464,0.048764436,1.80610485
6449100.0,0.82676,0.047376792,1.80700607
6464300.0,0.83136,0.0444060405,1.80899321
6487800.0,0.74291,0.0398131072,1.7165038
6500000.0,0.8261,0.0374286932,1.79759686
6513000.0,0.91494,0.0347826811,1.88409694
6530000.0,1.0027,0.0313225193,1.96879733
6544900.0,1.0771,0.0309221201,2.04314778
6545100.0,1.077,0.0309167456,2.04304712
6565100.0,1.0914,0.0303792964,2.05738216
6580000.0,0.98687,0.0299788962,1.95280392
6590200.0,0.91488,0.0301382971,1.8812143
6600000.0,0.90659,0.0302914469,1.87330895
6620000.0,0.8897,0.0306039977,1.85720278
6650000.0,0.8618,0.0336978238,1.83310326
6669200.0,0.84707,0.0324778726,1.81760564
6717900.0,0.70751,0.0293835142,1.67609839
6725000.0,0.7094,0.0289323892,1.67770459
6769900.0,0.70504,0.0421346361,1.68760444
6780000.0,0.76183,0.0451044038,1.74760199
6791800.0,0.83366,0.0429878087,1.81759345
6800000.0,0.85654,0.0415169545,1.83919584
6820000.0,0.91173,0.0386670053,1.89200687
6820300.0,0.91242,0.038648456,1.89268534
6825000.0,0.89541,0.038357928,1.87549558
6833700.0,0.86419,0.03747213,1.84359469
6850000.0,0.72677,0.0358125314,1.70489886
6867300.0,0.58026,0.0346047253,1.55758865
6875000.0,0.62243,0.0340671449,1.59940237
6899200.0,0.75498,0.0322808063,1.73073585
6900000.0,0.75418,0.0322217583,1.72989577
6925000.0,0.72522,0.0308763618,1.70017905
6930000.0,0.71957,0.0305272844,1.69429776
6933400.0,0.71518,0.0307494231,1.69020994
6942900.0,0.70302,0.0313701172,1.67889042
6950000.0,0.70369,0.0318340052,1.68018852
6960000.0,0.70543,0.0317673606,1.68209318
6975000.0,0.70491,0.0346289387,1.68478167
6989900.0,0.70361,0.0383654365,1.68756278
7000000.0,0.72748,0.0408982321,1.71419913
7001100.0,0.73009,0.0412180849,1.71719214
7009800.0,0.75037,0.043747797,1.74020472
7010000.0,0.7508364,0.0438059475,1.74073402
7018300.0,0.77019,0.0462193585,1.76269649
7025000.0,0.76749,0.0481675255,1.76210225
7050000.0,0.767,0.045967589,1.76000097
7050200.0,0.76675,0.0460131895,1.75980112
7075000.0,0.6095,0.0516676524,1.60878946
7075200.0,0.60739,0.051675653,1.6066922
7100000.0,0.79513,0.0526677159,1.79600808
7100200.0,0.79652,0.0526455864,1.79738068
7116100.0,0.82391,0.0508860268,1.82338543
7125000.0,0.7362,0.0499011093,1.73489999
7143400.0,0.55412,0.048453696,1.55180576
7150000.0,0.58208,0.0479345128,1.57940182
7166200.0,0.65005,0.0473729539,1.64719168
7175000.0,0.61526,0.0470679062,1.61230376
7184400.0,0.57614,0.0485719301,1.5749091
7200000.0,0.72749,0.0510679697,1.72912235
7207200.0,0.79452,0.055066388,1.80032077
7220800.0,0.73173,0.0626189525,1.74540445
7225000.0,0.71011,0.0649513631,1.72621602
7230000.0,0.6846,0.0674880458,1.7033608
7243600.0,0.62518,0.0646087703,1.64138255
7250000.0,0.66311,0.0632538066,1.67810876
7266300.0,0.76037,0.0588901079,1.7713899
7275000.0,0.7539,0.05656102,1.76279624
7300000.0,0.7344,0.0508682235,1.73819363
7325000.0,0.7013,0.0586682869,1.71348398
7350000.0,0.6685,0.0662683504,1.68887432
7375000.0,0.6449,0.0647184138,1.66431466
7400000.0,0.6234,0.0609684773,1.63965501
7418700.0,0.6067,0.0587619247,1.62119075
7422000.0,0.61489,0.0583725331,1.62906945
7425000.0,0.6224,0.0580185407,1.63629663
7440000.0,0.6602,0.0560085788,1.67244245
7450000.0,0.6794,0.0605019342,1.69637306
7470000.0,0.71821,0.0694086549,1.74456418
7475000.0,0.72969,0.0697186676,1.75647272
7482400.0,0.74703,0.0700294864,1.77429909
7500000.0,0.77341,0.0707687311,1.80183584
7512000.0,0.79441,0.0681527615,1.82050458
7525000.0,0.7784,0.0653187945,1.80196892
7550000.0,0.74791,0.0597688579,1.76652198
7568900.0,0.71556,0.0647585059,1.73960996
7575000.0,0.7221,0.0663689214,1.74790508
7599100.0,0.75103,0.0699357826,1.78097361
7600000.0,0.752,0.0700689848,1.78206953
7625000.0,0.78772,0.0693690483,1.81627363
7628100.0,0.79131,0.0700675862,1.82046107
7650000.0,0.78709,0.0750024417,1.82046117
7657600.0,0.78616,0.076198201,1.8204789
7675000.0,0.7509,0.0789358452,1.78738871
7700000.0,0.6995,0.0835692386,1.73980614
7716800.0,0.67025,0.0813516813,1.70779037
7725000.0,0.6664,0.0802693021,1.70259034
7750000.0,0.65281,0.0787693655,1.68668455
7753000.0,0.6513,0.0785173731,1.68482462
7775000.0,0.64001,0.076669429,1.67097482
7775900.0,0.63961,0.0763922313,1.67026855
7790900.0,0.6143,0.0717722693,1.63985326
7800000.0,0.599,0.0689694924,1.62144513
7810100.0,0.57697,0.0708077181,1.60092393
7825000.0,0.6315,0.0735195559,1.65767984
7850000.0,0.7205,0.0805696193,1.75291454
7867000.0,0.78398,0.0823376625,1.81760812
7875000.0,0.7658,0.0831696828,1.79999917
7900000.0,0.71102,0.0836697462,1.74490387
7901100.0,0.70878,0.083530049,1.74248826
7925000.0,0.6846,0.0804948097,1.71449358
7950000.0,0.657,0.0796198731,1.68520319
7960000.0,0.6457,0.0794298985,1.6733871
7975000.0,0.62581,0.0822699366,1.65584792
7989800.0,0.60672,0.0844801041,1.63848534
8000000.0,0.6411,0.08600333,1.67405594
8020000.0,0.706812,0.0906700619,1.74378369
8025000.0,0.72324,0.0918367474,1.76121562
8026199.999999999,0.72746,0.0920207511,1.76558057
8050000.000000001,0.73189,0.0956701548,1.77288536
8074999.999999999,0.73709,0.0988369022,1.78043844
8092200.0,0.74117,0.100671616,1.78579336
8100000.0,0.725,0.10150364,1.77020142
8125000.0,0.67459,0.102870387,1.72034453
8131800.0,0.661,0.103124278,1.70678711
8148600.0,0.62743,0.10375153,1.673289
8150000.0,0.6247,0.103803795,1.67056561
8175000.000000001,0.57891,0.100537212,1.62069342
8187799.999999999,0.55407,0.100298312,1.59519693
8199999.999999999,0.5458,0.100070619,1.58630129
8219600.0,0.53691,0.09528828,1.57199013
8225000.0,0.5508,0.0939706967,1.58438652
8230000.0,0.5631,0.0932307122,1.59578361
8250000.0,0.61077,0.0920207741,1.64159175
8253700.0,0.61956,0.0918709356,1.65011141
8270000.0,0.58832,0.0912108361,1.61768002
8275000.0,0.5793,0.0905435815,1.60782982
8300000.000000001,0.5313,0.089507289,1.55797869
8321999.999999999,0.48599,0.0918513571,1.51429573
8324999.999999999,0.49751,0.0921710064,1.52603756
8350000.0,0.5918,0.0960921338,1.62343396
8356100.0,0.61499,0.0969024927,1.64723548
8375000.0,0.6143,0.0994132712,1.64844025
8400000.0,0.6149,0.101134399,1.64994665
8420000.0,0.61359,0.104271301,1.65112132
8425000.0,0.614,0.104327566,1.6514246
8450000.0,0.6177,0.103008893,1.6529907
8475000.0,0.6192,0.103790221,1.65445692
8500000.0,0.6206,0.104871548,1.65612304
8520000.0,0.62202,0.10525161,1.65727098
8525000.0,0.6226,0.105346626,1.65759175
8550000.0,0.6332,0.0981217031,1.65919599
8575000.0,0.6385,0.0960967805,1.66070012
8600000.0,0.6435,0.0943718579,1.66220434
8625000.0,0.6411,0.100121935,1.66378404
8650000.0,0.6353,0.109172013,1.66526378
8675000.0,0.64011,0.10777209,1.6669035
8683700.0,0.64085,0.108154917,1.66741033
8700000.0,0.6429,0.108872168,1.66902322
8725000.0,0.6435,0.112422245,1.67140296
8750000.0,0.6449,0.115172322,1.67378276
8775000.0,0.6419,0.1224224,1.67626239
8790000.0,0.64331,0.123592446,1.6777803
8800000.0,0.6456,0.122972477,1.67874221
8820000.0,0.6478,0.124132539,1.68068536
8825000.0,0.64869,0.124147555,1.68123621
8831600.0,0.65046,0.123454575,1.68184567
8850000.0,0.6341,0.121522632,1.6622502
8860000.0,0.6245,0.121152663,1.65157189
8875000.0,0.6092,0.121572709,1.63562932
8900000.0,0.5864,0.119572787,1.60905831
8902200.0,0.58415,0.119590394,1.60667008
8910000.0,0.5821,0.119652818,1.60412988
8925000.0,0.5761,0.121594294,1.59900872
8950000.0,0.566,0.125030082,1.59057355
8975000.0,0.55911,0.125365879,1.58224825
8979500.0,0.55705,0.126152323,1.58065597
8980000.0,0.5571,0.126239705,1.58075791
9000000.0,0.5653,0.125217537,1.58651894
9010000.0,0.5691617,0.124706468,1.58933843
9034700.0,0.5787,0.123444094,1.59630233
9050000.0,0.5846,0.122662141,1.60060999
9070000.0,0.59311,0.120839983,1.60623866
9082000.0,0.59805,0.11993093,1.60963405
9125000.0,0.5872,0.116673484,1.59324913
9150000.0,0.5783,0.117306891,1.5836585
9200000.0,0.5601,0.119173716,1.56467727
9230800.0,0.5477,0.121432481,1.55290351
9264000.0,0.53443,0.123867244,1.54030831
9350000.0,0.5926,0.13017418,1.60022649
9433900.0,0.64603,0.13968311,1.65871804
9497300.0,0.63936,0.146868636,1.65587273
9500000.0,0.6391,0.147174645,1.65577556
9580000.0,0.6255,0.161441563,1.65220231
9591663.049999999,0.6250918,0.161934039,1.65166837
9600000.0,0.6248,0.162286061,1.6512867
9625000.0,0.624,0.163341687,1.65021682
9650000.0,0.6238,0.163775084,1.64912472
9750000.0,0.62889,0.159508679,1.64464618
9765500.0,0.6303,0.158258391,1.64398406
9850000.0,0.6379,0.151442285,1.64029201
9900000.0,0.6373,0.152509078,1.63811034
9950000.0,0.63549,0.154775881,1.63591858
9955700.0,0.63216,0.158123696,1.63563453
9980000.0,0.6158905,0.172395961,1.63235014
10000000.0,0.6025,0.184142684,1.62964692
10050000.0,0.568,0.213509447,1.62285464
10100000.0,0.5607,0.21577628,1.61617245
10150000.0,0.5545,0.216843112,1.60939023
10235000.0,0.55925,0.203526638,1.5980204
10250000.0,0.5638,0.201176678,1.59972572
10400000.0,0.5887,0.198177077,1.61667902
10500000.0,0.603,0.198367783,1.62787165
10750000.0,0.6391,0.198844707,1.6561984
10926000.0,0.66132,0.202365105,1.67613069
11000000.0,0.6625,0.203845341,1.67634884
11500000.0,0.6623,0.2138467,1.6776475
11750000.0,0.6591,0.221849448,1.6781989
11900000.0,0.6582,0.225651114,1.67854975
12000000.0,0.65941,0.226518886,1.67892699
12019000.0,0.65959,0.226588767,1.67891113
12030000.0,0.6599037,0.226629219,1.67911146
12100000.0,0.6619,0.226886667,1.68038623
12200000.0,0.6657,0.226254448,1.68215547
12300000.0,0.6701,0.225122219,1.6840247
12500000.0,0.6787,0.222857781,1.68756317
12600000.0,0.6831,0.221725552,1.6894304
12950000.0,0.69882,0.217179481,1.69570244
12958670.0,0.6989154,0.217066817,1.69556379
13000000.0,0.69937,0.216529967,1.69650266
13200000.0,0.70966,0.213838889,1.7001005
13240000.0,0.71193,0.213167333,1.70089872
13300000.0,0.71465,0.21216,1.70190198
13460000.0,0.72213,0.209474824,1.70480502
13790000.0,0.73736,0.203936647,1.71079507
13948000.0,0.7432,0.201285035,1.71360643
14000000.0,0.74569,0.200412353,1.71509963
14020000.0,0.7467875,0.200088706,1.71565329
14119000.0,0.75222,0.198486653,1.71839365
14400000.0,0.76786,0.193939412,1.72639684
14710000.0,0.78459,0.188922882,1.73520191
15000000.0,0.80277,0.18423,1.74340051
15683000.0,0.83431,0.184555805,1.76269629
16000000.0,0.84639,0.184707082,1.7690934
17000000.0,0.88712,0.184684164,1.78930629
17040000.0,0.8885883,0.184683287,1.79011375
17495000.0,0.90529,0.18467279,1.79929829
18000000.0,0.92384,0.184661246,1.80950595
18401000.0,0.94029,0.184732282,1.81760366
19000000.0,0.96686,0.184838328,1.83169718
19947000.0,1.007,0.185006047,1.85401587
20000000.0,1.0092,0.18501541,1.85521841
