energy (eV),scatter (barn),capture (barn),total (barn)
0.0006562499999999999,3.185421,1.050227,4.235648
0.0006718750000000001,3.161002,1.037943,4.198945
0.0006875,3.137531,1.02608,4.163611
0.00071875,3.093212,1.003526,4.096738
0.00075,3.052075,0.982397,4.034472
0.0007812499999999999,3.013782,0.9625486,3.9763306
0.0008125000000000001,2.978045,0.9438565,3.9219015
0.00084375,2.944613,0.9262128,3.8708258
0.000875,2.913268,0.9095229,3.8227909
0.00090625,2.883818,0.8937039,3.7775219
0.0009375,2.856096,0.8786826,3.7347786
0.00096875,2.829953,0.8643941,3.6943471
0.001,2.805258,0.8507807,3.6560387
0.0010312499999999998,2.781892,0.8377909,3.6196829
0.0010625,2.759751,0.8253785,3.5851295
0.00109375,2.738741,0.8135019,3.5522429
0.001125,2.718778,0.8021237,3.5209017
0.00115625,2.699785,0.7912099,3.4909949
0.0011875000000000002,2.681693,0.7807298,3.4624228
0.00121875,2.664441,0.7706554,3.4350964
0.00125,2.647971,0.7609613,3.4089323
0.00128125,2.632231,0.7516239,3.3838549
0.0013124999999999999,2.617174,0.7426221,3.3597961
0.0013437500000000001,2.602757,0.7339362,3.3366932
0.001375,2.58894,0.725548,3.314488
0.0014375,2.562965,0.7095999,3.2725649
0.0015,2.538989,0.6946593,3.2336483
0.0015624999999999999,2.516792,0.6806243,3.1974163
0.0016250000000000001,2.496186,0.667407,3.163593
0.0016875,2.477007,0.6549309,3.1319379
0.00175,2.459113,0.6431294,3.1022424
0.0018125,2.442381,0.6319436,3.0743246
0.001875,2.426703,0.6213219,3.0480249
0.0019375,2.411984,0.6112184,3.0232024
0.002,2.398138,0.6015923,2.9997303
0.00209375,2.378848,0.5879695,2.9668175
0.0021875,2.361142,0.5752321,2.9363741
0.0022812500000000003,2.344833,0.5632882,2.9081212
0.0023750000000000004,2.329765,0.5520587,2.8818237
0.00246875,2.315804,0.5414751,2.8572791
0.0025625,2.302833,0.5314777,2.8343107
0.0026562499999999998,2.290752,0.5220144,2.8127664
0.00275,2.279474,0.5130392,2.7925132
0.00284375,2.268921,0.5045116,2.7734326
0.0029375,2.259028,0.4963955,2.7554235
0.0030312499999999997,2.249735,0.488659,2.738394
0.0031249999999999997,2.240988,0.4812732,2.7222612
0.00321875,2.232743,0.4742126,2.7069556
0.0033125,2.224958,0.4674538,2.6924118
0.00340625,2.217595,0.460976,2.678571
0.0035,2.210621,0.4547603,2.6653813
0.0035937499999999997,2.204008,0.4487894,2.6527974
0.0036875,2.197726,0.4430477,2.6407737
0.0037812500000000003,2.191754,0.4375209,2.6292749
0.003875,2.186067,0.4321958,2.6182628
0.00396875,2.180647,0.4270606,2.6077076
0.0040625,2.175476,0.4221042,2.5975802
0.00425,2.165813,0.412688,2.578501
0.0044375,2.156962,0.4038751,2.5608371
0.004625,2.148825,0.3956037,2.5444287
0.0048125,2.14132,0.3878205,2.5291405
0.005,2.134375,0.3804794,2.5148544
0.00515625,2.128973,0.3746701,2.5036431
0.0053124999999999995,2.123888,0.3691191,2.4930071
0.00546875,2.119094,0.3638077,2.4829017
0.005625,2.114565,0.3587192,2.4732842
0.00578125,2.11028,0.3538385,2.4641185
0.0059375,2.106221,0.3491516,2.4553726
0.00609375,2.102369,0.3446462,2.4470152
0.0062499999999999995,2.09871,0.3403109,2.4390209
0.00640625,2.09523,0.3361351,2.4313651
0.0065625,2.091915,0.3321093,2.4240243
0.00671875,2.088754,0.3282249,2.4169789
0.006875,2.085736,0.3244736,2.4102096
0.0071874999999999994,2.080095,0.3173414,2.3974364
0.0075,2.074924,0.3106597,2.3855837
0.0078125,2.070166,0.3043831,2.3745491
0.008125,2.065775,0.2984722,2.3642472
0.0084375,2.061708,0.2928928,2.3546008
0.00875,2.057932,0.287615,2.345547
0.0090625,2.054417,0.2826126,2.3370296
0.009375,2.051136,0.2778625,2.3289985
0.0096875,2.048066,0.2733441,2.3214101
0.01,2.045188,0.2690392,2.3142272
0.0103125,2.042485,0.2649315,2.3074165
0.010624999999999999,2.039941,0.2610064,2.3009474
0.0109375,2.037542,0.2572507,2.2947927
0.01125,2.035276,0.2536526,2.2889286
0.0115625,2.033133,0.2502014,2.2833344
0.011875,2.031103,0.2468874,2.2779904
0.0121875,2.029177,0.2437016,2.2728786
0.012499999999999999,2.027347,0.240636,2.267983
0.0128125,2.025606,0.2376833,2.2632893
0.013125,2.023948,0.2348367,2.2587847
0.0134375,2.022368,0.23209,2.254458
0.01375,2.020859,0.2294374,2.2502964
0.014374999999999999,2.018038,0.2243942,2.2424322
0.015,2.015452,0.2196695,2.2351215
0.015625,2.013073,0.2152312,2.2283042
0.01625,2.010878,0.2110515,2.2219295
0.016875,2.008844,0.2071061,2.2159501
0.0175,2.006956,0.2033741,2.2103301
0.018125,2.005198,0.1998367,2.2050347
0.01875,2.003558,0.1964777,2.2000357
0.019375,2.002023,0.1932826,2.1953056
0.02,2.000584,0.1902385,2.1908225
0.0206625,1.999154,0.1871638,2.1863178
0.021325,1.997813,0.1842334,2.1820464
0.0219875,1.996552,0.1814366,2.1779886
0.02265,1.995366,0.1787634,2.1741294
0.0233125,1.994246,0.176205,2.170451
0.023975,1.993189,0.1737534,2.1669424
0.024637500000000003,1.992188,0.1714014,2.1635894
0.025300000000000003,1.99124,0.1691425,2.1603825
0.02645782,1.989697,0.1654003,2.1550973
0.02761563,1.988284,0.1618961,2.1501801
0.02877344,1.986984,0.1586057,2.1455897
0.02993125,1.985784,0.1555081,2.1412921
0.031089069999999996,1.984674,0.1525852,2.1372592
0.03224688,1.983644,0.1498212,2.1334652
0.03340469,1.982685,0.1472021,2.1298871
0.0345625,1.981791,0.1447157,2.1265067
0.03552735,1.98109,0.1427372,2.1238272
0.03649219,1.980426,0.1408377,2.1212637
0.037457040000000004,1.979796,0.139012,2.118808
0.03842188,1.979198,0.1372555,2.1164535
0.03938673,1.978629,0.1355638,2.1141928
0.040351569999999996,1.978088,0.1339332,2.1120212
0.041316410000000005,1.977572,0.13236,2.109932
0.04228125,1.977079,0.130841,2.10792
0.04421094,1.976158,0.1279534,2.1041114
0.046140629999999995,1.975314,0.1252489,2.1005629
0.04807032,1.974538,0.1227089,2.0972469
0.049999999999999996,1.973822,0.1203174,2.0941394
0.051562500000000004,1.973281,0.1184802,2.0917612
0.053125,1.972772,0.1167247,2.0894967
0.0546875,1.972292,0.115045,2.087337
0.056249999999999994,1.971839,0.1134359,2.0852749
0.0578125,1.971411,0.1118925,2.0833035
0.059375,1.971005,0.1104106,2.0814156
0.0609375,1.970619,0.108986,2.079605
0.0625,1.970253,0.1076152,2.0778682
0.0640625,1.969905,0.106295,2.0762
0.06562499999999999,1.969574,0.1050221,2.0745961
0.06718750000000001,1.969258,0.103794,2.073052
0.06875,1.968956,0.102608,2.071564
0.071875,1.968392,0.100353,2.068745
0.075,1.967874,0.09824028,2.06611428
0.078125,1.967399,0.09625554,2.06365454
0.08125,1.966959,0.09438629,2.06134529
0.084375,1.966553,0.09262175,2.05917475
0.0875,1.966175,0.09095251,2.05712751
0.09062500000000001,1.965824,0.08937032,2.05519432
0.09375,1.965495,0.08786787,2.05336287
0.096875,1.965188,0.08643872,2.05162672
0.09999999999999999,1.964901,0.0850771,2.0499781
0.10312500000000001,1.96463,0.08377788,2.04840788
0.10625,1.964376,0.08253645,2.04691245
0.109375,1.964136,0.08134866,2.04548466
0.11249999999999999,1.963909,0.08021076,2.04411976
0.115625,1.963695,0.07911939,2.04281439
0.11875,1.963491,0.07807146,2.04156246
0.121875,1.963299,0.07706418,2.04036318
0.125,1.963116,0.07609498,2.03921098
0.128125,1.962942,0.07516153,2.03810353
0.13124999999999998,1.962776,0.07426165,2.03703765
0.13437500000000002,1.962618,0.07339339,2.03601139
0.1375,1.962467,0.07255489,2.03502189
0.14375,1.962185,0.07096063,2.03314563
0.15,1.961926,0.0694669,2.0313929
0.15625,1.961688,0.06806351,2.02975151
0.1625,1.961469,0.06674172,2.02821072
0.16875,1.961265,0.065494,2.026759
0.175,1.961077,0.06431375,2.02539075
0.18125000000000002,1.960901,0.06319518,2.02409618
0.1875,1.960737,0.06213312,2.02287012
0.19375,1.960583,0.06112297,2.02170597
0.19999999999999998,1.960439,0.06016059,2.02059959
0.209375,1.960239,0.05879859,2.01903759
0.21875,1.960057,0.05752494,2.01758194
0.22812500000000002,1.959889,0.05633041,2.01621941
0.2375,1.959734,0.05520717,2.01494117
0.246875,1.959592,0.05414848,2.01374048
0.25625,1.959459,0.0531484,2.0126074
0.265625,1.959336,0.05220177,2.01153777
0.275,1.959222,0.05130398,2.01052598
0.284375,1.959115,0.05045099,2.00956599
0.29375,1.959015,0.04963918,2.00865418
0.30312500000000003,1.958921,0.04886534,2.00778634
0.3125,1.958832,0.04812661,2.00695861
0.32187499999999997,1.958749,0.04742041,2.00616941
0.33125,1.95867,0.04674442,2.00541442
0.340625,1.958596,0.04609655,2.00469255
0.35,1.958526,0.04547493,2.00400093
0.359375,1.958459,0.04487785,2.00333685
0.36875,1.958396,0.04430378,2.00269978
0.378125,1.958336,0.0437513,2.0020873
0.3875,1.958279,0.04321913,2.00149813
0.39687500000000003,1.958225,0.04270602,2.00093102
0.40625,1.958173,0.04221082,2.00038382
0.425,1.958076,0.04126993,1.99934593
0.44375,1.957987,0.04038903,1.99837603
0.4625,1.957905,0.0395622,1.9974672
0.5,1.95776,0.03805141,1.99581141
0.53125,1.957655,0.03691652,1.99457152
0.5625,1.957561,0.03587632,1.99343732
0.59375,1.957478,0.03491885,1.99239685
0.625,1.957402,0.03403412,1.99143612
0.6875,1.957272,0.03244938,1.98972138
0.75,1.957163,0.03106729,1.98823029
0.8125,1.957071,0.02984833,1.98691933
0.875,1.956992,0.02876511,1.98575711
0.9375,1.956924,0.02779181,1.98471581
1.0,1.956864,0.02690875,1.98377275
1.0625,1.956811,0.0261046,1.9829156
1.125,1.956763,0.02536853,1.98213153
1.1875,1.956721,0.02469143,1.98141243
1.25,1.956683,0.02406583,1.98074883
1.375,1.956617,0.02294525,1.97956225
1.5,1.956562,0.02196797,1.97852997
1.625,1.956515,0.02110585,1.97762085
1.75,1.956475,0.02034008,1.97681508
1.875,1.95644,0.01965202,1.97609202
2.0,1.956409,0.01902649,1.97543549
2.1875,1.956369,0.01819139,1.97456039
2.375,1.956335,0.01745825,1.97379325
2.5625,1.956306,0.01680719,1.97311319
2.75,1.95628,0.01622552,1.97250552
2.9375,1.956258,0.01570037,1.97195837
3.125,1.956238,0.01522168,1.97145968
3.3125,1.95622,0.01478427,1.97100427
3.5,1.956204,0.01438253,1.97058653
3.875,1.956176,0.01366849,1.96984449
4.25,1.956153,0.01305126,1.96920426
4.625,1.956132,0.01251076,1.96864276
5.0,1.956114,0.01203307,1.96814707
5.3125,1.956101,0.01167436,1.96777536
5.625,1.956089,0.01134524,1.96743424
5.9375,1.956078,0.01104248,1.96712048
6.25,1.956068,0.01076273,1.96683073
6.875,1.956049,0.01026165,1.96631065
7.5,1.956033,0.009824635,1.96585764
8.125,1.956018,0.009439095,1.9654571
8.75,1.956005,0.00909631,1.96510131
9.375,1.955992,0.008788396,1.9647804
10.0,1.95598,0.008509174,1.96448917
10.625,1.95597,0.008254989,1.96422499
11.25,1.955959,0.00802231,1.96398131
11.875,1.95595,0.007808264,1.96375826
12.5,1.95594,0.00761049,1.96355049
13.75,1.955923,0.007256226,1.96317923
15.0,1.955906,0.006947247,1.96285325
16.25,1.955891,0.006674661,1.96256566
17.5,1.955876,0.00643217,1.96230817
18.75,1.955861,0.006214354,1.96207535
20.0,1.955847,0.006016839,1.96186384
21.875,1.955827,0.005753035,1.96158004
23.75,1.955807,0.005521265,1.96132827
25.625,1.955787,0.005315434,1.96110243
27.5,1.955768,0.005131237,1.96089924
29.375,1.955749,0.004964973,1.96071397
31.25,1.955731,0.004813709,1.96054471
33.125,1.955713,0.004675485,1.96038849
35.0,1.955694,0.004548528,1.96024253
38.75,1.955659,0.00432286,1.95998186
42.5,1.955623,0.004127775,1.95975078
46.25,1.955588,0.003956936,1.95954494
50.0,1.955553,0.003805785,1.95935879
53.125,1.955525,0.003692269,1.95921727
56.25,1.955496,0.003588271,1.95908427
59.375,1.955467,0.003492598,1.9589596
62.5,1.955438,0.003404198,1.9588422
68.75,1.955381,0.003245848,1.95862685
75.0,1.955325,0.003107739,1.95843274
81.25,1.955268,0.002985897,1.9582539
87.5,1.955211,0.002877425,1.95808843
93.75,1.955155,0.002779994,1.95793499
100.0,1.955099,0.002691784,1.95779078
106.25,1.955042,0.002611481,1.95765348
112.5,1.954987,0.002537971,1.95752497
118.75,1.95493,0.002470346,1.95740035
125.0,1.954874,0.002407863,1.95728186
137.5,1.954762,0.002295938,1.95705794
150.0,1.954651,0.002198324,1.95684932
162.5,1.954539,0.002112208,1.95665121
175.0,1.954427,0.00203553,1.95646253
187.5,1.954315,0.001966659,1.95628166
200.0,1.954203,0.00190431,1.95610731
218.75,1.954036,0.001821022,1.95585702
237.5,1.953868,0.001747823,1.95561582
256.25,1.9537,0.001682822,1.95538282
275.0,1.953533,0.001624612,1.95515761
293.75,1.953365,0.001572075,1.95493708
312.5,1.953198,0.001524326,1.95472233
331.25,1.953031,0.001480694,1.95451169
350.0,1.952863,0.001440622,1.95430362
387.5,1.952527,0.001369401,1.9538964
425.0,1.952192,0.001307841,1.95349984
462.5,1.951856,0.001253939,1.95310994
500.0,1.951521,0.00120624,1.95272724
531.25,1.951241,0.00117042,1.95241142
562.5,1.950961,0.001137626,1.95209863
593.75,1.95068,0.001107461,1.95178746
625.0,1.9504,0.001079593,1.95147959
687.5,1.949839,0.001029684,1.95086868
750.0,1.949278,0.0009861663,1.95026417
812.5,1.948717,0.0009477856,1.94966479
875.0,1.948155,0.0009136129,1.94906861
937.5,1.947593,0.0008829279,1.94847593
1000.0,1.94703,0.0008551696,1.94788517
1062.5,1.946467,0.0008299072,1.94729691
1125.0,1.945903,0.0008067888,1.94670979
1250.0,1.944774,0.0007658895,1.94553989
1375.0,1.943644,0.0007307284,1.94437473
1500.0,1.942511,0.0007000819,1.94321108
1625.0,1.941377,0.0006730633,1.94205006
1750.0,1.94024,0.0006490151,1.94088902
1875.0,1.939102,0.0006274299,1.93972943
2000.0,1.937962,0.0006079116,1.93856991
2187.5,1.936249,0.0005818593,1.93683086
2375.0,1.934532,0.0005589846,1.93509098
2562.5,1.93281,0.0005386931,1.93334869
2750.0,1.931084,0.0005205378,1.93160454
3125.0,1.927619,0.0004893144,1.92810831
3500.0,1.924136,0.0004633186,1.92459932
3875.0,1.920635,0.0004412519,1.92107625
4250.0,1.917116,0.0004222261,1.91753823
4625.0,1.913579,0.0004056102,1.91398461
5000.0,1.910022,0.0003909439,1.91041294
5625.0,1.904053,0.0003699255,1.90442293
6250.0,1.898029,0.0003522373,1.89838124
6875.0,1.891949,0.0003371042,1.8922861
7500.0,1.885812,0.0003239822,1.88613598
8125.0,1.879616,0.0003124772,1.87992848
8750.0,1.873359,0.0003022966,1.8736613
10000.0,1.860656,0.0002850613,1.86094106
11250.0,1.847688,0.0002710108,1.84795901
12500.0,1.834438,0.0002593383,1.83469734
13750.0,1.820888,0.0002495023,1.8211375
15000.0,1.807016,0.0002411251,1.80725713
17500.0,1.778214,0.0002277337,1.77844173
20000.0,1.747815,0.0002177327,1.74803273
22201.16,1.719412,0.0002111736,1.71962317
24402.31,1.689497,0.0002061095,1.68970311
26603.47,1.657345,0.0002027287,1.65754773
28804.62,1.62304,0.0002006882,1.62324069
30134.49,1.600785,0.0002005189,1.60098552
30799.43,1.589285,0.0002013082,1.58948631
31131.9,1.583398,0.0002029388,1.58360094
31298.13,1.580418,0.0002059328,1.58062393
31464.359999999997,1.57742,0.0002137906,1.57763379
31518.820000000003,1.576432,0.0002216577,1.57665366
31573.27,1.575442,0.0002377003,1.5756797
31600.499999999996,1.574946,0.0002542007,1.5752002
31627.73,1.57445,0.0002836962,1.5747337
31641.35,1.574201,0.0003087648,1.57450976
31654.960000000003,1.573953,0.0003476763,1.57430068
31661.77,1.573829,0.0003753822,1.57420438
31668.57,1.573706,0.000411317,1.57411732
31675.380000000005,1.573582,0.0004598781,1.57404188
31682.179999999997,1.573459,0.000528388,1.57398739
31686.84,1.573374,0.0005929917,1.57396699
31691.499999999996,1.57329,0.0006793241,1.57396932
31696.16,1.573207,0.0007989122,1.57400591
31698.49,1.573166,0.0008774139,1.57404341
31700.81,1.573125,0.0009736666,1.57409867
31703.14,1.573084,0.001096357,1.57418036
31705.47,1.573044,0.001260169,1.57430417
31707.800000000003,1.573005,0.001497864,1.57450286
31708.970000000005,1.572986,0.001666138,1.57465214
31710.130000000005,1.572968,0.001885836,1.57485384
31711.3,1.572952,0.002186708,1.57513871
31712.46,1.572937,0.002602017,1.57553902
31713.63,1.572925,0.003195919,1.57612092
31714.21,1.57292,0.003579616,1.57649962
31714.79,1.572917,0.004038965,1.57695597
31715.38,1.572915,0.004599349,1.57751435
31715.960000000003,1.572914,0.005259505,1.57817351
31716.54,1.572916,0.006048301,1.5789643
31717.120000000003,1.57292,0.006988852,1.57990885
31717.7,1.572927,0.008107369,1.58103437
31718.280000000002,1.572937,0.009433293,1.58237029
31718.86,1.572951,0.01099936,1.58395036
31719.440000000002,1.572969,0.0128416,1.5858106
31720.21,1.573001,0.01578156,1.58878256
31720.97,1.573043,0.01932566,1.59236866
31721.729999999996,1.573096,0.02361074,1.59670674
31722.489999999998,1.573163,0.02874355,1.60190655
31723.25,1.573244,0.03483171,1.60807571
31724.01,1.573342,0.04197934,1.61532134
31724.77,1.573458,0.05028173,1.62373973
31725.530000000002,1.573594,0.05981922,1.63341322
31727.06,1.573928,0.08297444,1.65690244
31728.579999999998,1.574343,0.1112251,1.6855681
31730.1,1.574831,0.1441205,1.7189515
31731.620000000003,1.575369,0.1802714,1.7556404
31734.13,1.576273,0.2409265,1.8171995
31735.38,1.576676,0.2680809,1.8447569
31736.63,1.57701,0.2908426,1.8678526
31737.66,1.577215,0.3051562,1.8823712
31738.69,1.577345,0.3146769,1.8920219
31739.749999999996,1.577393,0.318955,1.896348
31739.999999999996,1.577391,0.3191162,1.8965072
31740.070000000003,1.577389,0.3191029,1.8964919
31740.23,1.577384,0.3189763,1.8963603
31740.39,1.577377,0.3187163,1.8960933
31740.71,1.577357,0.3177972,1.8951542
31741.34,1.577293,0.3144522,1.8917452
31742.46,1.577104,0.3036882,1.8807922
31743.57,1.57683,0.2875188,1.8643488
31744.76,1.576458,0.2651724,1.8416304
31745.94,1.576031,0.239256,1.815287
31748.31,1.575089,0.1819361,1.7570251
31749.850000000002,1.574486,0.1452359,1.7197219
31751.38,1.573937,0.1120183,1.6859553
31752.910000000003,1.573462,0.08347832,1.65694032
31754.440000000002,1.57307,0.06022856,1.63329856
31755.21,1.572904,0.05052705,1.62343105
31755.980000000003,1.572758,0.04209425,1.61485225
31756.75,1.57263,0.03484707,1.60747707
31757.510000000002,1.572521,0.02876008,1.60128108
31758.28,1.572425,0.02356612,1.59599112
31759.04,1.572344,0.01929139,1.59163539
31759.809999999998,1.572274,0.01571377,1.58798777
31760.570000000003,1.572215,0.01282286,1.58503786
31761.100000000002,1.572178,0.01113197,1.58330997
31761.62,1.572146,0.00969928,1.58184528
31762.14,1.572117,0.008464342,1.58058134
31762.66,1.572091,0.00740305,1.57949405
31763.189999999995,1.572067,0.00647729,1.57854429
31763.71,1.572045,0.00570183,1.57774683
31764.75,1.572007,0.00447607,1.57648307
31765.799999999996,1.571974,0.003580143,1.57555414
31766.839999999997,1.571945,0.002938178,1.57488318
31767.89,1.571918,0.002467056,1.57438506
31768.93,1.571893,0.00212442,1.57401742
31769.980000000003,1.57187,0.001866273,1.57373627
31771.019999999997,1.571848,0.001671442,1.57351944
31773.11,1.571805,0.001395813,1.57320081
31775.200000000004,1.571764,0.001210076,1.57297408
31777.29,1.571723,0.00107359,1.57279659
31779.380000000005,1.571683,0.0009671096,1.57265011
31781.469999999998,1.571643,0.0008808604,1.57252386
31785.649999999998,1.571564,0.0007490041,1.572313
31789.829999999998,1.571486,0.0006532169,1.57213922
31794.000000000004,1.571408,0.0005812302,1.57198923
31801.250000000004,1.571274,0.0004921953,1.5717662
31808.49,1.57114,0.0004317852,1.57157179
31815.74,1.571006,0.0003883739,1.57139437
31822.98,1.570872,0.0003562518,1.57122825
31837.47,1.570604,0.0003133941,1.57091739
31851.96,1.570337,0.0002855486,1.57062255
31866.449999999997,1.570069,0.000266784,1.57033578
31880.940000000002,1.569802,0.0002538096,1.57005581
31909.91,1.569266,0.0002376001,1.5695036
31967.86,1.568193,0.0002212262,1.56841423
32025.81,1.567118,0.0002134799,1.56733148
32239.789999999997,1.563119,0.0002049921,1.56332399
32453.77,1.559077,0.0002029875,1.55927999
32881.72,1.550891,0.0002017841,1.55109278
34022.94,1.528177,0.0002024062,1.52837941
35164.16,1.504066,0.0002041545,1.50427015
37446.6,1.45073,0.000210164,1.45094016
39729.04,1.388429,0.0002206034,1.3886496
40870.26,1.352773,0.000228246,1.35300125
42011.47,1.313218,0.0002381927,1.31345619
43224.020000000004,1.265784,0.0002522703,1.26603627
44436.57,1.211304,0.0002714555,1.21157546
45042.850000000006,1.180769,0.0002836946,1.18105269
45649.12,1.147838,0.0002980226,1.14813602
46255.39,1.111643,0.0003154266,1.11195843
46861.659999999996,1.071828,0.0003365573,1.07216456
47574.92,1.019246,0.0003679656,1.01961397
48288.18,0.9595569,0.0004084862,0.959965386
48644.81,0.9261879,0.0004338136,0.926621714
49001.44,0.8902968,0.0004631635,0.890759964
49358.07,0.8516035,0.0004973601,0.85210086
49714.7,0.8097486,0.0005375238,0.810286124
50000.0,0.7734438,0.000575507,0.774019307
50208.990000000005,0.7451074,0.0006073158,0.745714716
50417.97,0.7152691,0.000642853,0.715911953
50626.96,0.6838362,0.0006826502,0.68451885
