energy (eV),scatter (barn),capture (barn),total (barn)
0.00013749999999999998,4.418901,3.167024,7.585925
0.00014375,4.330593,3.09741,7.428003
0.00015,4.248038,3.032195,7.280233
0.00015625,4.170652,2.970932,7.141584
0.00016250000000000002,4.097927,2.913238,7.011165
0.00016875,4.029426,2.85878,6.888206
0.000175,3.964763,2.807267,6.77203
0.00018125,3.903603,2.758441,6.662044
0.0001875,3.845649,2.712077,6.557726
0.00019375,3.790637,2.667976,6.458613
0.0002,3.738333,2.625958,6.364291
0.00020937499999999998,3.664505,2.566494,6.230999
0.00021875,3.59569,2.510896,6.106586
0.000228125,3.531362,2.458761,5.990123
0.0002375,3.471069,2.409744,5.880813
0.00024687499999999997,3.414418,2.363546,5.777964
0.00025625,3.361071,2.319908,5.680979
0.000265625,3.310728,2.278601,5.589329
0.00027499999999999996,3.263128,2.239424,5.502552
0.000284375,3.218039,2.202201,5.42024
0.00029375,3.175258,2.166775,5.342033
0.00030312499999999995,3.1346,2.133005,5.267605
0.0003125,3.095903,2.100766,5.196669
0.000321875,3.059021,2.069946,5.128967
0.00033125,3.023823,2.040444,5.064267
0.000340625,2.990189,2.012169,5.002358
0.00035,2.958013,1.985037,4.94305
0.000359375,2.927196,1.958974,4.88617
0.00036875,2.89765,1.933912,4.831562
0.00037812500000000004,2.869294,1.909787,4.779081
0.0003875,2.842055,1.886544,4.728599
0.000396875,2.815864,1.864128,4.679992
0.00040625000000000004,2.790659,1.842494,4.633153
0.000425,2.742985,1.801392,4.544377
0.00044374999999999997,2.698626,1.762924,4.46155
0.0004625,2.657234,1.726819,4.384053
0.00048124999999999996,2.61851,1.692845,4.311355
0.0005,2.582195,1.660801,4.242996
0.0005156249999999999,2.553609,1.635444,4.189053
0.00053125,2.526423,1.611214,4.137637
0.000546875,2.500533,1.58803,4.088563
0.0005625,2.475847,1.565819,4.041666
0.000578125,2.452278,1.544514,3.996792
0.0005937500000000001,2.429752,1.524056,3.953808
0.000609375,2.408197,1.50439,3.912587
0.000625,2.387552,1.485466,3.873018
0.000640625,2.367759,1.467239,3.834998
0.0006562499999999999,2.348763,1.449666,3.798429
0.0006718750000000001,2.330518,1.43271,3.763228
0.0006875,2.312978,1.416336,3.729314
0.00071875,2.279853,1.385204,3.665057
0.00075,2.249098,1.356038,3.605136
0.0007812499999999999,2.220462,1.328641,3.549103
0.0008125000000000001,2.193731,1.30284,3.496571
0.00084375,2.168718,1.278485,3.447203
0.000875,2.145261,1.255448,3.400709
0.00090625,2.123217,1.233612,3.356829
0.0009375,2.102461,1.212878,3.315339
0.00096875,2.082884,1.193155,3.276039
0.001,2.064386,1.174364,3.23875
0.0010312499999999998,2.04688,1.156433,3.203313
0.0010625,2.030289,1.1393,3.169589
0.00109375,2.014542,1.122906,3.137448
0.001125,1.999577,1.1072,3.106777
0.00115625,1.985336,1.092136,3.077472
0.0011875000000000002,1.971769,1.07767,3.049439
0.00121875,1.958828,1.063764,3.022592
0.00125,1.946472,1.050382,2.996854
0.00128125,1.934661,1.037494,2.972155
0.0013124999999999999,1.923361,1.025068,2.948429
0.0013437500000000001,1.91254,1.013079,2.925619
0.001375,1.902167,1.0015,2.903667
0.0014375,1.882662,0.9794865,2.8621485
0.0015,1.864653,0.9588633,2.8235163
0.0015624999999999999,1.847975,0.9394903,2.7874653
0.0016250000000000001,1.832488,0.921246,2.753734
0.0016875,1.818069,0.9040248,2.7220938
0.00175,1.804614,0.8877347,2.6923487
0.0018125,1.792029,0.8722946,2.6643236
0.001875,1.780234,0.8576331,2.6378671
0.0019375,1.769158,0.8436868,2.6128448
0.002,1.758737,0.8303995,2.5891365
0.00209375,1.744215,0.8115955,2.5558105
0.0021875,1.730881,0.7940136,2.5248946
0.0022812500000000003,1.718597,0.777527,2.496124
0.0023750000000000004,1.707245,0.7620265,2.4692715
0.00246875,1.696724,0.7474175,2.4441415
0.0025625,1.686948,0.7336177,2.4205657
0.0026562499999999998,1.67784,0.7205552,2.3983952
0.00275,1.669336,0.7081664,2.3775024
0.00284375,1.661379,0.6963954,2.3577744
0.0029375,1.653917,0.6851925,2.3391095
0.0030312499999999997,1.646906,0.6745135,2.3214195
0.0031249999999999997,1.640308,0.6643187,2.3046267
0.00321875,1.634087,0.6545726,2.2886596
0.0033125,1.628212,0.6452432,2.2734552
0.00340625,1.622656,0.6363017,2.2589577
0.0035,1.617393,0.6277219,2.2451149
0.0035937499999999997,1.612401,0.61948,2.231881
0.0036875,1.607659,0.6115545,2.2192135
0.0037812500000000003,1.603151,0.6039256,2.2070766
0.003875,1.598858,0.5965753,2.1954333
0.00396875,1.594766,0.589487,2.184253
0.0040625,1.590861,0.5826454,2.1735064
0.00425,1.583565,0.5696479,2.1532129
0.0044375,1.576881,0.5574831,2.1343641
0.004625,1.570736,0.5460657,2.1168017
0.0048125,1.565068,0.5353223,2.1003903
0.005,1.559823,0.525189,2.085012
0.00515625,1.555743,0.5171703,2.0729133
0.0053124999999999995,1.551902,0.5095081,2.0614101
0.00546875,1.54828,0.5021766,2.0504566
0.005625,1.544859,0.4951527,2.0400117
0.00578125,1.541623,0.4884156,2.0300386
0.0059375,1.538557,0.4819462,2.0205032
0.00609375,1.535647,0.4757272,2.0113742
0.0062499999999999995,1.532883,0.4697429,2.0026259
0.00640625,1.530254,0.4639789,1.9942329
0.0065625,1.52775,0.4584221,1.9861721
0.00671875,1.525362,0.4530602,1.9784222
0.006875,1.523083,0.4478821,1.9709651
0.0071874999999999994,1.518821,0.4380373,1.9568583
0.0075,1.514915,0.4288143,1.9437293
0.0078125,1.51132,0.4201505,1.9314705
0.008125,1.508003,0.4119914,1.9199944
0.0084375,1.504931,0.4042899,1.9092209
0.00875,1.502078,0.3970047,1.8990827
0.0090625,1.499422,0.3900998,1.8895218
0.009375,1.496944,0.383543,1.880487
0.0096875,1.494625,0.3773061,1.8719311
0.01,1.492451,0.3713638,1.8638148
0.0103125,1.490408,0.3656938,1.8561018
0.010624999999999999,1.488486,0.3602758,1.8487618
0.0109375,1.486674,0.3550917,1.8417657
0.01125,1.484962,0.3501251,1.8350871
0.0115625,1.483343,0.3453613,1.8287043
0.011875,1.48181,0.3407867,1.8225967
0.0121875,1.480354,0.3363893,1.8167433
0.012499999999999999,1.478972,0.3321578,1.8111298
0.0128125,1.477657,0.328082,1.805739
0.013125,1.476405,0.3241527,1.8005577
0.0134375,1.47521,0.3203613,1.7955713
0.01375,1.47407,0.3166999,1.7907699
0.014374999999999999,1.471939,0.3097385,1.7816775
0.015,1.469986,0.3032168,1.7732028
0.015625,1.468189,0.2970904,1.7652794
0.01625,1.46653,0.291321,1.757851
0.016875,1.464994,0.285875,1.750869
0.0175,1.463567,0.2807235,1.7442905
0.018125,1.462239,0.2758408,1.7380798
0.01875,1.461,0.2712043,1.7322043
0.019375,1.459841,0.2667939,1.7266349
0.02,1.458753,0.262592,1.721345
0.0206625,1.457673,0.2583478,1.7160208
0.021325,1.45666,0.254303,1.710963
0.0219875,1.455707,0.2504424,1.7061494
0.02265,1.454811,0.2467524,1.7015634
0.0233125,1.453965,0.243221,1.697186
0.023975,1.453166,0.239837,1.693003
0.024637500000000003,1.452411,0.2365904,1.6890014
0.025300000000000003,1.451694,0.2334723,1.6851663
0.02645782,1.450528,0.2283068,1.6788348
0.02761563,1.44946,0.2234698,1.6729298
0.02877344,1.448478,0.2189278,1.6674058
0.02993125,1.447572,0.2146521,1.6622241
0.031089069999999996,1.446734,0.2106174,1.6573514
0.03224688,1.445955,0.2068021,1.6527571
0.03340469,1.445231,0.2031868,1.6484178
0.0345625,1.444555,0.1997547,1.6443097
0.03552735,1.444025,0.1970237,1.6410487
0.03649219,1.443524,0.1944017,1.6379257
0.037457040000000004,1.443048,0.1918816,1.6349296
0.03842188,1.442596,0.189457,1.632053
0.03938673,1.442166,0.1871219,1.6292879
0.040351569999999996,1.441757,0.1848711,1.6266281
0.041316410000000005,1.441367,0.1826996,1.6240666
0.04228125,1.440995,0.1806028,1.6215978
0.04421094,1.440299,0.1766169,1.6169159
0.046140629999999995,1.439661,0.1728837,1.6125447
0.04807032,1.439075,0.1693776,1.6084526
0.049999999999999996,1.438533,0.1660766,1.6046096
0.051562500000000004,1.438125,0.1635406,1.6016656
0.053125,1.43774,0.1611174,1.5988574
0.0546875,1.437378,0.1587989,1.5961769
0.056249999999999994,1.437035,0.1565778,1.5936128
0.0578125,1.436712,0.1544474,1.5911594
0.059375,1.436405,0.1524017,1.5888067
0.0609375,1.436113,0.1504353,1.5865483
0.0625,1.435837,0.1485431,1.5843801
0.0640625,1.435574,0.1467207,1.5822947
0.06562499999999999,1.435323,0.1449637,1.5802867
0.06718750000000001,1.435084,0.1432684,1.5783524
0.06875,1.434856,0.1416313,1.5764873
0.071875,1.43443,0.1385185,1.5729485
0.075,1.434039,0.1356022,1.5696412
0.078125,1.433679,0.1328626,1.5665416
0.08125,1.433347,0.1302823,1.5636293
0.084375,1.43304,0.1278466,1.5608866
0.0875,1.432754,0.1255425,1.5582965
0.09062500000000001,1.432489,0.1233585,1.5558475
0.09375,1.43224,0.1212846,1.5535246
0.096875,1.432008,0.1193118,1.5513198
0.09999999999999999,1.431791,0.1174323,1.5492233
0.10312500000000001,1.431586,0.1156389,1.5472249
0.10625,1.431394,0.1139253,1.5453193
0.109375,1.431212,0.1122857,1.5434977
0.11249999999999999,1.431041,0.110715,1.541756
0.115625,1.430879,0.1092085,1.5400875
0.11875,1.430725,0.1077619,1.5384869
0.121875,1.43058,0.1063715,1.5369515
0.125,1.430441,0.1050336,1.5354746
0.128125,1.43031,0.1037451,1.5340551
0.13124999999999998,1.430184,0.1025029,1.5326869
0.13437500000000002,1.430064,0.1013044,1.5313684
0.1375,1.42995,0.1001469,1.5300969
0.14375,1.429737,0.09794623,1.52768323
0.15,1.429541,0.0958843,1.5254253
0.15625,1.429361,0.09394709,1.52330809
0.1625,1.429194,0.09212253,1.52131653
0.16875,1.42904,0.0904002,1.5194402
0.175,1.428897,0.08877101,1.51766801
0.18125000000000002,1.428764,0.08722695,1.51599095
0.1875,1.42864,0.08576089,1.51440089
0.19375,1.428523,0.08436647,1.51288947
0.19999999999999998,1.428414,0.08303798,1.51145198
0.209375,1.428263,0.08115786,1.50942086
0.21875,1.428124,0.07939969,1.50752369
0.22812500000000002,1.427997,0.07775076,1.50574776
0.2375,1.427879,0.07620024,1.50407924
0.246875,1.427771,0.0747388,1.5025098
0.25625,1.427671,0.07335829,1.50102929
0.265625,1.427577,0.07205154,1.49962854
0.275,1.42749,0.07081221,1.49830221
0.284375,1.427409,0.06963471,1.49704371
0.29375,1.427332,0.06851407,1.49584607
0.30312500000000003,1.427261,0.06744584,1.49470684
0.3125,1.427193,0.06642607,1.49361907
0.32187499999999997,1.42713,0.0654512,1.4925812
0.33125,1.42707,0.06451803,1.49158803
0.340625,1.427013,0.06362369,1.49063669
0.35,1.42696,0.06276558,1.48972558
0.359375,1.426909,0.06194135,1.48885035
0.36875,1.42686,0.06114887,1.48800887
0.378125,1.426814,0.06038621,1.48720021
0.3875,1.426771,0.05965156,1.48642256
0.39687500000000003,1.426729,0.05894322,1.48567222
0.40625,1.426689,0.0582596,1.4849486
0.425,1.426615,0.05696071,1.48357571
0.44375,1.426546,0.05574466,1.48229066
0.4625,1.426484,0.05460328,1.48108728
0.5,1.426372,0.05251762,1.47888962
0.53125,1.42629,0.05095085,1.47724085
0.5625,1.426218,0.04951486,1.47573286
0.59375,1.426152,0.04819307,1.47434507
0.625,1.426093,0.04697167,1.47306467
0.6875,1.425991,0.04478386,1.47077486
0.75,1.425905,0.04287579,1.46878079
0.8125,1.425831,0.04119294,1.46702394
0.875,1.425768,0.03969741,1.46546541
0.9375,1.425712,0.03835361,1.46406561
1.0,1.425663,0.03713444,1.46279744
1.0625,1.425619,0.03602418,1.46164318
1.125,1.42558,0.03500789,1.46058789
1.1875,1.425544,0.03407301,1.45961701
1.25,1.425511,0.03320922,1.45872022
1.375,1.425453,0.03166198,1.45711498
1.5,1.425404,0.03031255,1.45571655
1.625,1.425361,0.0291221,1.4544831
1.75,1.425322,0.02806466,1.45338666
1.875,1.425288,0.02711449,1.45240249
2.0,1.425257,0.02625067,1.45150767
2.1875,1.425215,0.02509738,1.45031238
2.375,1.425178,0.02408487,1.44926287
2.5625,1.425144,0.02318568,1.44832968
2.75,1.425113,0.02238229,1.44749529
2.9375,1.425084,0.02165692,1.44674092
3.125,1.425057,0.02099569,1.44605269
3.3125,1.425032,0.02039146,1.44542346
3.5,1.425008,0.0198365,1.4448445
3.875,1.424964,0.01885003,1.44381403
4.25,1.424922,0.01799724,1.44291924
4.625,1.424884,0.0172504,1.4421344
5.0,1.424847,0.0165903,1.4414373
5.3125,1.424818,0.01609458,1.44091258
5.625,1.424789,0.01563969,1.44042869
5.9375,1.42476,0.01522121,1.43998121
6.25,1.424733,0.01483453,1.43956753
6.875,1.424681,0.01414181,1.43882281
7.5,1.424629,0.01353757,1.43816657
8.125,1.424579,0.01300443,1.43758343
8.75,1.42453,0.01253037,1.43706037
9.375,1.424482,0.01210446,1.43658646
10.0,1.424434,0.01171817,1.43615217
10.625,1.424387,0.01136648,1.43575348
11.25,1.424341,0.01104449,1.43538549
11.875,1.424294,0.01074825,1.43504225
12.5,1.424248,0.01047449,1.43472249
13.75,1.424157,0.009984007,1.43414101
15.0,1.424067,0.009556107,1.43362311
16.25,1.423977,0.009178502,1.4331555
17.5,1.423888,0.008842499,1.4327305
18.75,1.4238,0.008540605,1.43234061
20.0,1.423711,0.008266765,1.43197777
21.875,1.42358,0.007900894,1.43148089
23.75,1.423448,0.007579323,1.43102732
25.625,1.423317,0.007293625,1.43061063
27.5,1.423187,0.007037857,1.43022486
29.375,1.423057,0.006806899,1.4298639
31.25,1.422927,0.006596689,1.42952369
33.125,1.422798,0.006404524,1.42920252
35.0,1.422668,0.006227954,1.42889595
38.75,1.42241,0.005913918,1.42832392
42.5,1.422153,0.005642231,1.42779523
46.25,1.421896,0.005404131,1.42730013
50.0,1.42164,0.005193312,1.42683331
53.125,1.421427,0.005034878,1.42646188
56.25,1.421215,0.004889637,1.42610464
59.375,1.421002,0.004755944,1.42575794
62.5,1.420791,0.004632339,1.42542334
68.75,1.420367,0.004410735,1.42477774
75.0,1.419945,0.004217232,1.42416223
81.25,1.419524,0.004046328,1.42357033
87.5,1.419105,0.003894011,1.42299901
93.75,1.418686,0.003757051,1.42244305
100.0,1.418269,0.00363292,1.42190192
106.25,1.417851,0.0035198,1.4213708
112.5,1.417436,0.003416144,1.42085214
118.75,1.417022,0.003320695,1.4203427
125.0,1.416608,0.003232417,1.41984042
137.5,1.415784,0.00307407,1.41885807
150.0,1.414963,0.002935719,1.41789872
162.5,1.414147,0.002813459,1.41696046
175.0,1.413335,0.002704422,1.41603942
187.5,1.412525,0.002606337,1.41513134
200.0,1.41172,0.002517409,1.41423741
218.75,1.410519,0.002398416,1.41291742
237.5,1.409325,0.002293638,1.41161864
256.25,1.40814,0.002200432,1.41034043
275.0,1.406961,0.002116832,1.40907783
293.75,1.405791,0.002041269,1.40783227
312.5,1.404628,0.001972502,1.4066005
331.25,1.403473,0.001909595,1.4053826
350.0,1.402324,0.001851758,1.40417576
368.75,1.401183,0.001798348,1.40298135
387.5,1.400048,0.00174883,1.40179683
425.0,1.397799,0.001659744,1.39945874
462.5,1.395575,0.001581671,1.39715667
500.0,1.393378,0.001512547,1.39489055
531.25,1.391565,0.001460631,1.39302563
562.5,1.389769,0.001413107,1.39118211
593.75,1.38799,0.00136941,1.38935941
625.0,1.386226,0.001329065,1.38755507
656.25,1.384477,0.001291672,1.38576867
687.5,1.382743,0.001256901,1.3839999
750.0,1.379319,0.001194129,1.38051313
812.5,1.375951,0.001138935,1.37708994
875.0,1.372634,0.001089974,1.37372397
937.5,1.369368,0.001046196,1.3704142
1000.0,1.36615,0.001006783,1.36715678
1062.5,1.362976,0.0009711019,1.3639471
1125.0,1.359847,0.0009386352,1.36078564
1187.5,1.356758,0.0009089606,1.35766696
1250.0,1.353709,0.0008817292,1.35459073
1375.0,1.347722,0.0008334809,1.34855548
1500.0,1.341874,0.0007920691,1.34266607
1625.0,1.336151,0.0007561693,1.33690717
1750.0,1.330545,0.0007247983,1.3312698
1875.0,1.325046,0.0006971979,1.3257432
2000.0,1.319646,0.0006727779,1.32031878
2187.5,1.311714,0.0006411526,1.31235515
2375.0,1.303966,0.0006145281,1.30458053
2562.5,1.296383,0.0005920701,1.29697507
2750.0,1.288951,0.000573193,1.28952419
2937.5,1.281655,0.0005574913,1.28221249
3125.0,1.274487,0.0005447171,1.27503172
3312.5,1.267439,0.0005347789,1.26797378
3500.0,1.260507,0.0005277409,1.26103474
3687.5,1.253693,0.0005238626,1.25421686
3968.75,1.243711,0.0005252203,1.24423622
4109.375,1.238851,0.0005302917,1.23938129
4250.0,1.234086,0.0005387919,1.23462479
4378.906999999999,1.229847,0.0005514911,1.23039849
4507.813,1.225746,0.0005696074,1.22631561
4636.719,1.221839,0.000595502,1.2224345
4765.625,1.218227,0.0006332619,1.21886026
4882.813,1.215333,0.0006833932,1.21601639
5000.0,1.212987,0.0007556587,1.21374266
5073.503,1.211969,0.000819132,1.21278813
5147.006,1.211459,0.0009027986,1.2123618
5220.509,1.211694,0.001015931,1.21270993
5294.011,1.213065,0.001173599,1.2142386
5332.512000000001,1.214452,0.001282315,1.21573432
5371.013,1.216482,0.001415914,1.21789791
5409.514,1.21936,0.001582262,1.22094226
5448.014999999999,1.223392,0.001793021,1.22518502
5479.517,1.227868,0.002010615,1.22987862
5511.018,1.233785,0.002283141,1.23606814
5542.519,1.241653,0.00262989,1.24428289
5574.0199999999995,1.25225,0.003080102,1.2553301
5593.271000000001,1.260608,0.003426334,1.26403433
5612.522,1.270851,0.003843671,1.27469467
5631.772999999999,1.283536,0.004352888,1.28788889
5651.023,1.299441,0.004982945,1.30442395
5668.524,1.317622,0.005695185,1.32331719
5686.023999999999,1.340573,0.006585766,1.34715877
5694.775,1.354359,0.007117278,1.36147628
5703.525,1.370048,0.007719793,1.37776779
5712.275000000001,1.387966,0.008405325,1.39637133
5721.025000000001,1.408529,0.009189279,1.41771828
5730.651,1.435023,0.01019567,1.44521867
5740.276,1.466418,0.01138411,1.47780211
5749.902,1.503983,0.01280146,1.51678446
5759.527,1.549405,0.01450999,1.56391499
5769.153,1.605011,0.01659557,1.62160657
5773.966,1.637596,0.01781525,1.65541125
5778.778,1.674026,0.01917705,1.69320305
5783.591,1.714941,0.02070457,1.73564557
5788.403,1.761081,0.02242502,1.78350602
5793.216,1.813388,0.02437309,1.83776109
5798.028,1.872976,0.02658972,1.89956572
5801.091,1.915329,0.0281638,1.9434928
5804.1539999999995,1.961603,0.02988237,1.99148537
5807.217,2.012247,0.03176194,2.04400894
5810.2789999999995,2.067846,0.03382403,2.10167003
5813.342,2.129225,0.03609894,2.16532394
5816.4039999999995,2.197163,0.03861528,2.23577828
5819.467,2.272612,0.04140797,2.31401997
5822.5289999999995,2.35663,0.04451585,2.40114585
5824.936000000001,2.429574,0.04721259,2.47678659
5827.342000000001,2.509386,0.05016182,2.55954782
5829.749000000001,2.597027,0.05339873,2.65042573
5832.155000000001,2.693464,0.05695882,2.75042282
5834.562,2.799998,0.06088979,2.86088779
5836.968,2.917977,0.06524105,2.98321805
5839.374,3.049146,0.07007649,3.11922249
5841.780000000001,3.19553,0.07547037,3.27100037
5844.076999999999,3.351707,0.08122254,3.43292954
5846.374,3.526502,0.08765763,3.61415963
5848.670999999999,3.72297,0.09488751,3.81785751
5850.968,3.944806,0.1030475,4.0478535
5853.264999999999,4.196495,0.1123016,4.3087966
5854.414,4.335258,0.1174021,4.4526601
5855.562,4.483501,0.1228499,4.6063509
5856.710999999999,4.642377,0.1286872,4.7710642
5857.859,4.812621,0.134941,4.947562
5859.0070000000005,4.995518,0.1416581,5.1371761
5860.155,5.192372,0.1488863,5.3412583
5861.359,5.415435,0.1570751,5.5725101
5862.562,5.65718,0.1659478,5.8231278
5863.765,5.919949,0.1755901,6.0955391
5864.968,6.206202,0.1860918,6.3922938
5866.171,6.518755,0.1975559,6.7163109
5867.374,6.860855,0.210101,7.070956
5868.577,7.236264,0.2238646,7.4601286
5869.78,7.649354,0.2390064,7.8883604
5870.984,8.105628,0.2557275,8.3613555
5872.187,8.610309,0.2742185,8.8845275
5873.39,9.170784,0.2947492,9.4655332
5874.593,9.795349,0.3176225,10.1129715
5875.796,10.49383,0.3431974,10.8370274
5876.398,10.87469,0.3571401,11.2318301
5876.999,11.27793,0.3719006,11.6498306
5877.601,11.70672,0.3875943,12.0943143
5878.202,12.16161,0.4042417,12.5658517
5878.803999999999,12.64631,0.421978,13.068288
5879.405,13.1616,0.4408314,13.6024314
5880.39,14.08093,0.4744629,14.5553929
5881.374,15.10364,0.5118688,15.6155088
5881.867,15.65991,0.5322118,16.1921218
5882.359,16.24705,0.5536818,16.8007318
5882.851,16.86848,0.5764031,17.4448831
5883.343,17.52668,0.6004667,18.1271467
5883.836,18.22581,0.6260243,18.8518343
5884.328,18.96595,0.6530782,19.6190282
5884.82,19.75161,0.6817931,20.4334031
5885.312,20.58616,0.7122918,21.2984518
5885.804,21.47322,0.7447061,22.2179261
5886.296,22.41665,0.7791769,23.1958269
5886.788,23.42059,0.8158547,24.2364447
5887.28,24.48942,0.8548989,25.3443189
5887.882,25.89227,0.9061388,26.7984088
5888.484,27.40817,0.9615005,28.3696705
5889.086,29.0465,1.021325,30.067825
5889.687,30.81393,1.085855,31.899785
5890.289,32.72616,1.155662,33.881822
5890.89,34.78654,1.230867,36.017407
5891.492,37.01117,1.312054,38.323224
5892.093,39.40099,1.399257,40.800247
5892.7210000000005,42.08586,1.49721,43.58307
5893.348,44.96302,1.602161,46.565181
5893.976000000001,48.04346,1.714507,49.757967
5894.603,51.31459,1.833785,53.148375
5895.231,54.77828,1.96006,56.73834
5895.858,58.40802,2.092362,60.500382
5897.112,66.07869,2.371856,68.450546
5898.869000000001,77.20677,2.777059,79.983829
5899.748,82.5844,2.972724,85.557124
5900.626,87.56192,3.153706,90.715626
5901.066,89.83951,3.236462,93.075972
5901.504999999999,91.93106,3.312414,95.243474
5901.944,93.81566,3.380799,97.196459
5902.383,95.46864,3.440721,98.909361
5902.822999999999,96.87057,3.491471,100.362041
5903.262000000001,97.9956,3.532112,101.527712
5903.701,98.83126,3.562192,102.393452
5904.14,99.36554,3.581274,102.946814
5904.679999999999,99.59831,3.589266,103.187576
5905.12,99.43856,3.583036,103.021596
5905.559,98.96884,3.565509,102.534349
5905.999000000001,98.19407,3.536864,101.730934
5906.438,97.12913,3.497648,100.626778
5906.878,95.78457,3.448249,99.232819
5907.317,94.18541,3.389583,97.574993
5907.756,92.35079,3.322349,95.673139
5908.195,90.30498,3.247433,93.552413
5909.0740000000005,85.67932,3.078193,88.757513
5909.951999999999,80.53663,2.890194,83.426824
5911.709,69.52258,2.487906,72.010486
5913.112,60.81698,2.170174,62.987154
5913.814,56.67552,2.019083,58.694603
5914.515,52.73992,1.875537,54.615457
5915.217000000001,49.02507,1.740072,50.765142
5915.918,45.55617,1.613602,47.169772
5916.62,42.32863,1.495955,43.824585
5917.321,39.34958,1.387387,40.736967
5918.0070000000005,36.66305,1.289497,37.952547
5918.693,34.19228,1.199484,35.391764
5919.379,31.92453,1.116881,33.041411
5920.0650000000005,29.84589,1.041178,30.887068
5920.751,27.94197,0.9718498,28.9138198
5921.437,26.19848,0.9083731,27.1068531
5922.123,24.60162,0.8502436,25.4518636
5922.809,23.1383,0.7969835,23.9352835
5923.495,21.79634,0.7481471,22.5444871
5924.181,20.56444,0.7033228,21.2677628
5924.867,19.43231,0.6621345,20.0944445
5925.553,18.39056,0.6242393,19.0147993
5926.239,17.43068,0.5893273,18.0200073
5926.925,16.54499,0.5571181,17.1021081
